词语	词性	权重	词频
编组	n	1.60	1
行凶	vi	1.60	1
乐此不疲	vl	1.60	1
归类	vi	1.60	1
绝版	vi	1.60	1
眉飞色舞	vl	1.60	1
新城	n	1.60	1
二话不说	vl	1.60	1
烘干	v	1.60	1
工时	n	1.60	1
海警	n	1.60	1
轻描淡写	vl	1.60	1
闲逛	vi	1.60	1
振振有词	vl	1.60	1
二分	v	1.60	1
详情	n	1.60	1
分中心	n	1.60	2
兼程	vi	1.60	1
高小	n	1.60	1
立竿见影	nl	1.60	1
粉饰	v	1.60	1
人去楼空	vl	1.60	1
播映	v	1.60	1
分会场	n	1.60	1
实力派	n	1.60	1
行书	n	1.60	1
字体	n	1.60	1
筹码	n	1.60	1
敲诈勒索	vl	1.60	1
并进	vi	1.60	1
深浅	n	1.60	1
比起	v	1.60	1
新名词	n	1.60	1
批转	v	1.60	1
登革热	n	1.60	1
吞没	v	1.60	1
死因	n	1.60	1
红肿	vi	1.60	1
月色	n	1.60	1
一声令下	vl	1.60	1
折旧	vn	1.60	1
盘查	v	1.60	1
未婚夫	n	1.60	1
柴米油盐	nl	1.60	1
一无所获	vl	1.60	1
年岁	n	1.60	1
介意	v	1.60	1
打住	v	1.60	1
擒获	v	1.60	1
信使	n	1.60	5
受惠	vi	1.60	1
处女作	n	1.60	1
战局	n	1.60	1
喋喋不休	vl	1.60	1
渔轮	n	1.60	2
航海	vn	1.60	2
仿古	vn	1.60	2
渔政	n	1.60	2
稻草	n	1.60	2
窃取	v	1.60	1
亲和力	n	1.60	1
原意	n	1.60	1
霸气	n	1.60	1
演艺	n	1.60	1
代言人	n	1.60	1
阅兵式	n	1.60	1
车组	n	1.60	1
普尔	nz	1.60	1
箱体	n	1.60	1
自诩	v	1.60	1
赌场	n	1.60	1
论据	n	1.60	1
强权	n	1.60	1
万金	n	1.60	2
棍棒	n	1.60	2
匕首	n	1.60	2
下风	n	1.60	1
固定汇率	nl	1.60	1
薪水	n	1.60	1
扭伤	vi	1.60	1
返程	vn	1.60	1
自责	v	1.60	1
留守	v	1.60	1
饰品	n	1.60	1
救助金	n	1.60	2
新科	nz	1.60	2
迷路	vi	1.60	2
箱子	n	1.60	1
了却	v	1.60	1
出逃	vi	1.60	1
简讯	n	1.60	1
标示	v	1.60	1
置业	n	1.60	1
下浮	v	1.60	1
执行庭	n	1.60	1
大腕	n	1.60	1
商报	n	1.60	1
试验场	n	1.60	1
配料	n	1.60	1
赞不绝口	vl	1.60	1
西门	n	1.60	1
布设	v	1.60	1
学兵	n	1.60	1
游刃有余	vl	1.60	1
功能性	n	1.60	1
美声	n	1.60	1
光电	n	1.60	1
咋舌	vi	1.60	1
加权	vn	1.60	2
小牛	n	1.60	1
拭目以待	vl	1.60	1
讯问	vn	1.60	1
倍受	v	1.60	1
退学	vi	1.60	1
天资	n	1.60	1
导火索	n	1.60	1
民机	n	1.60	1
隔三差五	vl	1.60	1
展露	v	1.60	1
新人口论	n	1.60	1
蚊子	n	1.60	1
拳王	n	1.60	1
千载难逢	vl	1.60	1
海啸	n	1.60	1
筵席	n	1.60	1
苗圃	n	1.60	1
观众群	n	1.60	1
通气	vi	1.60	1
神通	n	1.60	1
凸显	v	1.60	1
车改	n	1.60	1
工交	n	1.60	1
交叉口	n	1.60	1
信号灯	n	1.60	1
资费	n	1.60	1
统帅	v	1.60	1
藐视	v	1.60	1
智者	n	1.60	1
难上加难	vl	1.60	1
嫌弃	v	1.60	1
末尾	n	1.60	1
配戴	v	1.60	1
表露	v	1.60	1
玩乐	vi	1.60	1
字面	n	1.60	1
预演	vn	1.60	1
花都	n	1.60	1
打中	v	1.60	1
绊倒	v	1.60	1
机芯	n	1.60	1
耐克	nz	1.60	2
零食	n	1.60	2
仿照	v	1.60	2
东安	nz	1.60	2
中转	vn	1.60	2
泛舟	v	1.60	2
渔家	n	1.60	2
扫把	n	1.60	1
搭讪	v	1.60	2
漠不关心	vl	1.60	2
门锁	n	1.60	2
讨厌	v	1.60	2
绰号	n	1.60	1
付诸	v	1.60	1
大公报	n	1.60	1
邂逅	v	1.60	1
传讯	vn	1.60	1
巨制	n	1.60	1
元件	n	1.60	1
配有	v	1.60	1
工业界	n	1.60	1
尾部	n	1.60	1
增压	vn	1.60	1
外层	n	1.60	1
底盘	n	1.60	1
分社	n	1.60	1
车位	n	1.60	1
坦陈	v	1.60	1
西南风	n	1.60	1
后背	n	1.60	1
投案	vi	1.60	1
运能	n	1.60	1
使唤	v	1.60	2
缺失	n	1.60	1
催化	vi	1.60	1
欺诈性	n	1.60	1
因噎废食	vl	1.60	1
对冲	vn	1.60	1
统一体	n	1.60	1
古训	n	1.60	1
幼时	n	1.60	1
战败	vi	1.60	1
问路	vi	1.60	2
望去	v	1.60	2
虎头	n	1.60	1
菜花	n	1.60	1
入市	v	1.60	1
半途而废	vl	1.60	1
比比	v	1.60	1
意料之中	nl	1.60	1
柿子	n	1.60	2
揭穿	v	1.60	1
狗肉	n	1.60	1
改作	v	1.60	1
盘点	v	1.60	1
相貌	n	1.60	1
心仪	v	1.60	1
肯德基	nz	1.60	1
交由	v	1.60	1
出彩	v	1.60	1
何去何从	vl	1.60	1
空港	n	1.60	1
图集	n	1.60	1
世贸	n	1.60	1
踏进	v	1.60	1
重症	n	1.60	1
代际	n	1.60	1
谢幕	vi	1.60	1
欠妥	vi	1.60	1
分数线	n	1.60	1
保送	v	1.60	1
唱法	n	1.60	1
堆砌	v	1.60	1
拖车	n	1.60	1
深陷	v	1.60	2
富国	v	1.60	1
可持续性	n	1.60	1
副本	n	1.60	1
博导	n	1.60	1
巾帼英雄	nl	1.60	1
英姿飒爽	nl	1.60	1
焦炭	n	1.60	1
人居	n	1.60	1
略逊一筹	vl	1.60	1
亦步亦趋	vl	1.60	1
调用	v	1.60	1
体改委	n	1.60	1
房管	vn	1.60	1
大唐	nz	1.60	1
现代感	n	1.60	1
休憩	vn	1.60	1
人性化	vn	1.60	1
隔离带	n	1.60	1
强将	n	1.60	1
现价	n	1.60	1
重围	n	1.60	1
男朋友	n	1.60	1
婚期	n	1.60	1
特种部队	n	1.60	1
约会	vi	1.60	1
参会	v	1.60	1
扩能	v	1.60	1
总装	vn	1.60	1
飞行器	n	1.60	1
游艺	n	1.60	2
修造	v	1.60	2
时势	n	1.60	2
在乎	v	1.60	1
休想	v	1.60	1
驱除	v	1.60	1
不置可否	vl	1.60	1
嫉妒	v	1.60	1
把持	v	1.60	1
毛线	n	1.60	2
推脱	v	1.60	2
听证	vn	1.60	1
笔名	n	1.60	1
远射	v	1.60	1
爆炸性	n	1.60	1
鸡尾酒	n	1.60	1
物尽其用	vl	1.60	1
突起	vi	1.60	1
脸部	n	1.60	1
不买账	vl	1.60	1
扩大化	vi	1.60	1
六大	n	1.60	1
硬度	n	1.60	1
质感	n	1.60	1
孤儿院	n	1.60	1
摩天大楼	n	1.60	1
横空出世	vl	1.60	1
泪痕	n	1.60	1
绝句	n	1.60	1
任课	vn	1.60	1
尘世	n	1.60	1
复试	v	1.60	1
吵闹	vi	1.60	1
小弟	n	1.60	1
精品屋	n	1.60	2
中信	nz	1.60	1
花旗	nz	1.60	1
生物制品	n	1.60	1
新鲜感	n	1.60	1
无忧无虑	vl	1.60	1
动弹	vi	1.60	2
水饺	n	1.60	2
东升	nz	1.60	2
损毁	v	1.60	1
来势汹汹	vl	1.60	1
窗玻璃	n	1.60	1
嫌犯	n	1.60	1
叫喊	vn	1.60	1
油箱	n	1.60	1
行乞	vi	1.60	1
草本植物	nl	1.60	1
宣教	v	1.60	1
售卖	v	1.60	1
片酬	n	1.60	1
缩水	vi	1.60	1
生意人	n	1.60	1
百思不得其解	vl	1.60	1
脉冲	n	1.60	1
深交所	n	1.60	1
长风	n	1.60	1
击球	vn	1.60	1
调理	v	1.60	1
接线	vn	1.60	1
怒火	n	1.60	1
细说	v	1.60	1
标致	nz	1.60	1
分布图	n	1.60	1
台数	n	1.60	1
定夺	vi	1.60	1
层级	n	1.60	1
时政	n	1.60	1
安卧	v	1.60	1
翠柏	n	1.60	1
打天下	vi	1.60	1
进进出出	v	1.60	1
训练课	n	1.60	1
外航	n	1.60	1
神志	n	1.60	1
丧偶	vi	1.60	1
大个子	n	1.60	1
一般而言	vl	1.60	1
牛肉面	n	1.60	1
超龄	vn	1.60	1
期房	n	1.60	1
牌号	n	1.60	1
工装	n	1.60	1
解忧	vi	1.60	1
生育率	n	1.60	1
蚊虫	n	1.60	1
只字不提	vl	1.60	1
目力	n	1.60	1
直系亲属	nl	1.60	1
借调	v	1.60	1
高调	n	1.60	1
扶梯	n	1.60	1
始末	n	1.60	1
商旅	n	1.60	1
年租金	n	1.60	1
登峰造极	vl	1.60	1
名宿	n	1.60	1
五大	n	1.60	1
煤运	nz	1.60	1
求婚	vi	1.60	1
喜色	n	1.60	1
悔悟	vi	1.60	1
炸掉	v	1.60	1
伯仲	n	1.60	1
群像	n	1.60	2
先知	n	1.60	1
升势	n	1.60	1
敲定	v	1.60	1
包抄	v	1.60	1
豪门	n	1.60	1
神威	n	1.60	1
勘定	v	1.60	2
支撑力	n	1.60	1
人机	n	1.60	2
章鱼	n	1.60	2
永乐	nz	1.60	2
蜘蛛网	n	1.60	2
传言	n	1.60	1
热恋	vn	1.60	1
口出狂言	vl	1.60	1
梦见	v	1.60	1
服兵役	vi	1.60	1
性骚扰	nl	1.60	1
缄默	vi	1.60	1
亲吻	v	1.60	1
住宿费	n	1.60	1
自控	vn	1.60	1
浸入	v	1.60	1
喜忧参半	nl	1.60	1
无碍	v	1.60	1
卓有	v	1.60	1
争抢	v	1.60	1
纹理	n	1.60	1
客座	n	1.60	1
交情	n	1.60	1
入土	vi	1.60	1
不详	vi	1.60	1
螺旋桨	n	1.60	1
涡轮	n	1.60	1
重头	n	1.60	1
情侣	n	1.60	1
下载	v	1.60	2
窥见	v	1.60	1
季报	n	1.60	1
愁绪	n	1.60	1
婆媳	n	1.60	1
言之凿凿	vl	1.60	1
顶头上司	n	1.60	1
讲义	n	1.60	1
呼吸系统	nl	1.60	1
划伤	v	1.60	1
鼻涕	n	1.60	1
骤减	v	1.60	1
复读	v	1.60	1
教课	vi	1.60	1
任由	v	1.60	1
面板	n	1.60	1
画质	n	1.60	1
猛击	v	1.60	2
砸碎	v	1.60	2
引燃	v	1.60	2
亏空	n	1.60	2
万丈深渊	nl	1.60	1
增长量	n	1.60	1
烧饼	n	1.60	1
急刹车	vl	1.60	1
血浆	n	1.60	1
报仇	vi	1.60	1
调频	vn	1.60	1
橙色	n	1.60	3
死命	n	1.60	1
驶上	v	1.60	1
接报	v	1.60	1
前轮	n	1.60	1
解毒	vi	1.60	1
声息	n	1.60	1
无声无息	vl	1.60	1
卖家	n	1.60	1
转头	v	1.60	1
南区	n	1.60	1
劳苦功高	vl	1.60	1
换成	v	1.60	1
迷惑不解	vl	1.60	1
亲密无间	vl	1.60	1
督战	vi	1.60	1
侧门	n	1.60	1
刺激性	n	1.60	1
旧病	n	1.60	1
摘录	v	1.60	1
将就	v	1.60	1
理解力	n	1.60	1
畅饮	v	1.60	1
菜谱	n	1.60	1
疏解	v	1.60	1
盛宴	n	1.60	1
低回	v	1.60	1
航站楼	n	1.60	1
晨报	n	1.60	1
防办	n	1.60	1
研修班	n	1.60	1
打火机	n	1.60	1
异客	n	1.60	1
长枪	n	1.60	1
汉王	nz	1.60	1
毛利	n	1.60	1
全才	n	1.60	1
装饰性	n	1.60	1
邀请函	n	1.60	1
轻轨	n	1.60	1
学前班	n	1.60	1
哑巴亏	n	1.60	1
张冠李戴	vl	1.60	1
连成	v	1.60	1
创制	v	1.60	1
平方	n	1.60	1
网网	n	1.60	1
木马	n	1.60	1
古装	n	1.60	1
商事	n	1.60	1
页面	n	1.60	1
诟病	n	1.60	1
措词	n	1.60	1
糊涂账	n	1.60	1
安家费	n	1.60	1
焦炉	n	1.60	1
囤积	v	1.60	1
秋高气爽	vl	1.60	1
拐角	n	1.60	1
抓手	n	1.60	1
开户行	n	1.60	1
不甘寂寞	vl	1.60	1
前妻	n	1.60	1
老手	n	1.60	1
挑逗	vn	1.60	1
婚纱照	n	1.60	1
位数	n	1.60	1
酬金	n	1.60	1
礼服	n	1.60	1
耳环	n	1.60	1
同性恋	vi	1.60	1
登基	vi	1.60	1
野兽	n	1.60	2
倚仗	v	1.60	1
秀发	n	1.60	1
位列	v	1.60	1
亚运	n	1.60	1
心神	n	1.60	1
不依不饶	vl	1.60	1
替代品	n	1.60	1
终点站	n	1.60	2
阿迪达斯	nz	1.60	2
应景	vn	1.60	2
餐饮店	n	1.60	2
渔产品	n	1.60	2
祈福	v	1.60	2
搭话	vi	1.60	1
爆炸声	n	1.60	1
找事	vi	1.60	1
心灰意冷	vl	1.60	1
温文尔雅	vl	1.60	1
发脾气	vi	1.60	2
死心	vi	1.60	2
名分	n	1.60	2
眩晕	vi	1.60	2
尽义务	vi	1.60	1
侍应	n	1.60	2
上升期	n	1.60	1
宪制	n	1.60	1
创设	v	1.60	1
锦囊	n	1.60	1
族群	n	1.60	1
三脚架	n	1.60	1
背带	n	1.60	1
板子	n	1.60	1
言犹在耳	vl	1.60	1
歼击机	n	1.60	1
喷嘴	n	1.60	1
输家	n	1.60	1
幻影	n	1.60	1
梦游	v	1.60	1
购建	vn	1.60	1
留底	vi	1.60	1
扇形	n	1.60	1
着凉	vi	1.60	1
原始社会	nl	1.60	1
热水袋	n	1.60	1
后脑	n	1.60	2
烤肉	n	1.60	2
精矿	n	1.60	1
爹娘	n	1.60	1
前言不搭后语	nl	1.60	2
找寻	v	1.60	2
粮票	n	1.60	2
盼头	n	1.60	2
座椅	n	1.60	1
误伤	v	1.60	1
酒味	n	1.60	1
治疗费	n	1.60	2
干裂	vi	1.60	1
宿根	n	1.60	1
精盐	n	1.60	1
习题	n	1.60	1
亏得	v	1.60	1
谜团	n	1.60	1
播报	v	1.60	1
离合器	n	1.60	1
照理	v	1.60	1
首轮	n	1.60	1
招摇撞骗	vl	1.60	1
维修费	n	1.60	1
改口	vi	1.60	1
支支吾吾	v	1.60	1
鸡汤	n	1.60	1
辣子	n	1.60	1
美的	nz	1.60	1
男方	n	1.60	1
环路	n	1.60	1
枫林	n	1.60	1
建路	v	1.60	1
后盖	n	1.60	1
滑梯	n	1.60	1
溜冰	vn	1.60	1
解析	v	1.60	1
菜馆	n	1.60	1
禁烟	vn	1.60	1
看走眼	vl	1.60	1
更衣	vi	1.60	1
货机	n	1.60	1
三居室	n	1.60	1
首站	n	1.60	1
换车	vi	1.60	1
下影线	n	1.60	1
三好生	n	1.60	1
遥遥无期	vl	1.60	1
农办	n	1.60	1
危旧房	n	1.60	1
手帕	n	1.60	2
全聚德	nz	1.60	1
零售店	n	1.60	1
小辫	n	1.60	1
藤球	n	1.60	1
顶班	vi	1.60	1
车尾	n	1.60	1
信号弹	n	1.60	1
出道	vi	1.60	1
电动车	n	1.60	1
黑色金属	nl	1.60	1
就地取材	vl	1.60	1
托盘	n	1.60	1
学友	n	1.60	1
港台	n	1.60	1
标准煤	n	1.60	1
有备无患	vl	1.60	1
座舱	n	1.60	1
防暑降温	nl	1.60	1
现房	n	1.60	1
把脉	vi	1.60	1
西移	vn	1.60	1
中产阶级	nl	1.60	1
虚情假意	nl	1.60	1
出人意外	vl	1.60	1
抱抱	v	1.60	1
傻眼	vi	1.60	1
金冠	n	1.60	1
进账	n	1.60	1
影评	n	1.60	1
扩编	v	1.60	1
单身汉	n	1.60	2
舍我其谁	vl	1.60	1
复仇	vi	1.60	1
脚后跟	n	1.60	1
偏转	v	1.60	1
竞逐	v	1.60	1
盐田	n	1.60	1
煤耗	n	1.60	1
烧香	vi	1.60	2
拜佛	vi	1.60	2
闺秀	n	1.60	2
海禁	n	1.60	2
鱿鱼	n	1.60	2
渔网	n	1.60	2
传宗接代	vl	1.60	1
二话	n	1.60	1
婚外恋	n	1.60	1
欢心	n	1.60	2
潜意识	n	1.60	2
说客	n	1.60	2
狙击	v	1.60	1
宣传费	n	1.60	1
窥探	v	1.60	1
革职	vi	1.60	1
延续性	n	1.60	1
历久	v	1.60	1
不可动摇	vl	1.60	1
涨跌	v	1.60	1
除尘	vn	1.60	1
分辩	vn	1.60	1
相位	n	1.60	1
幻灯	n	1.60	1
插孔	n	1.60	1
免责	vn	1.60	1
球网	n	1.60	1
文传	n	1.60	1
机枪	n	1.60	1
枪弹	n	1.60	1
百灵	n	1.60	1
强心剂	n	1.60	1
无所不有	vl	1.60	1
表亲	n	1.60	1
斜阳	n	1.60	1
年金	n	1.60	2
纪工委	n	1.60	1
云量	n	1.60	1
天干	n	1.60	1
把头	n	1.60	1
擦伤	v	1.60	1
校医	n	1.60	1
厌世	vi	1.60	1
感恩	vi	1.60	1
师风	n	1.60	1
拖把	n	1.60	1
玉女	n	1.60	1
威士忌	n	1.60	1
地砖	n	1.60	2
推手	n	1.60	1
赌徒	n	1.60	1
附表	n	1.60	1
暖炉	n	1.60	2
驾临	v	1.60	1
手感	n	1.60	1
自由职业者	n	1.60	1
橘红色	n	1.60	1
发麻	vi	1.60	1
清汤	n	1.60	1
发痒	vi	1.60	1
人定胜天	vl	1.60	1
备份	n	1.60	1
尺码	n	1.60	1
上汽	n	1.60	1
趋利性	n	1.60	1
高朋满座	vl	1.60	1
胃炎	n	1.60	2
风韵犹存	vl	1.60	1
颜面	n	1.60	1
抢光	v	1.60	1
破门而入	vl	1.60	1
氟利昂	n	1.60	1
加减法	n	1.60	1
辣味	n	1.60	1
汉堡包	n	1.60	1
江浙	n	1.60	1
射流	n	1.60	1
网格	n	1.60	1
特需	vn	1.60	1
矮凳	n	1.60	1
调查网	n	1.60	1
译名	n	1.60	1
复数	n	1.60	1
蒙混过关	vl	1.60	1
行会	n	1.60	1
按兵不动	vl	1.60	2
丝织品	n	1.60	1
机杼	n	1.60	1
溯源	vi	1.60	1
战鼓	n	1.60	1
没错	vi	1.60	1
怄气	vi	1.60	1
反悔	vi	1.60	1
雇请	v	1.60	1
药理学	n	1.60	1
国体	n	1.60	1
一口咬定	vl	1.60	1
消炎	vn	1.60	1
新日	nz	1.60	1
复工	vi	1.60	1
半推半就	vl	1.60	1
丝网	n	1.60	1
绿卡	n	1.60	1
庆功宴	n	1.60	1
四大	n	1.60	1
塔台	n	1.60	1
母舰	n	1.60	1
微光	n	1.60	1
内定	v	1.60	1
重晶石	n	1.60	1
整党	vi	1.60	1
先知先觉	nl	1.60	1
广播网	n	1.60	1
发热量	n	1.60	1
吊死	v	1.60	1
荒诞不经	vl	1.60	1
说来话长	vl	1.60	1
调情	vn	1.60	1
假戏真做	vl	1.60	1
修女	n	1.60	1
消散	v	1.60	1
欺瞒	v	1.60	1
旗舰	n	1.60	1
祖母绿	n	1.60	1
镁光灯	n	1.60	1
名模	n	1.60	1
没空	vi	1.60	1
双鱼	nz	1.60	1
零度	n	1.60	1
配戏	vi	1.60	1
玉簪	n	1.60	1
才女	n	1.60	1
茉莉	n	1.60	2
同室操戈	vl	1.60	1
夕阳红	nz	1.60	1
丝带	n	1.60	1
广发	nz	1.60	1
防火墙	n	1.60	1
红宝石	n	1.60	1
到点	vi	1.60	1
厚此薄彼	vl	1.60	1
教练席	n	1.60	1
炼化	vn	1.60	1
制盐	vi	1.60	1
无缝钢管	n	1.60	1
不惜工本	vl	1.60	1
井喷	vi	1.60	1
逆势	vd	1.60	1
水师	n	1.60	2
肚脐	n	1.60	2
口福	n	1.60	2
爱理不理	vl	1.60	1
破口大骂	vl	1.60	1
怒气冲冲	vl	1.60	1
相见恨晚	vl	1.60	1
幼师	n	1.60	2
洋洋自得	vl	1.60	2
发疯	vi	1.60	2
代理权	n	1.60	1
兵役制	n	1.60	1
封口	vi	1.60	1
性交	vn	1.60	1
外遇	n	1.60	1
交际花	n	1.60	1
秘闻	n	1.60	1
打得火热	vl	1.60	1
打探	v	1.60	1
泉源	n	1.60	1
指正	v	1.60	1
列表	vi	1.60	1
充电器	n	1.60	1
连接线	n	1.60	1
开腔	vi	1.60	1
名号	n	1.60	1
国贸	nz	1.60	1
风口浪尖	nl	1.60	1
瞧见	v	1.60	1
羊脂	n	1.60	1
电讯社	n	1.60	1
环行	vi	1.60	1
减震	vi	1.60	1
sumatra	n	1.60	1
revanche	v	1.60	1
zARA	n	1.60	2
jihad	vf	1.60	1
在业	v	1.60	1
复旧	v	1.60	1
本名	n	1.60	1
词调	n	1.60	1
中计	v	1.60	1
威吓	v	1.60	1
闹别扭	v	1.60	1
邪念	n	1.60	1
解闷	v	1.60	1
员司	n	1.60	1
百度	nz	1.60	1
音效	n	1.60	1
端口	n	1.60	1
头面	n	1.60	2
锐器	n	1.60	2
伤害罪	n	1.60	2
看跌	v	1.60	1
薪资	n	1.60	1
金正	nz	1.60	1
狂犬病	n	1.60	4
老夫子	n	1.60	1
雪恨	v	1.60	1
摄像头	n	1.60	1
晃悠	v	1.60	1
甘休	v	1.60	1
睡莲	n	1.60	1
湖沼	n	1.60	1
体型	n	1.60	1
绍酒	n	1.60	1
汤碗	n	1.60	1
豆瓣	n	1.60	1
比画	v	1.60	1
平均线	n	1.60	1
魔掌	n	1.60	1
中邪	v	1.60	1
收口	v	1.60	1
豚鼠	n	1.60	1
印度尼西亚人	nz	1.60	1
天井	n	1.60	1
换挡	v	1.60	1
希腊人	nz	1.60	1
菲律宾人	nz	1.60	1
乌克兰人	nz	1.60	1
败将	n	1.60	1
血洗	v	1.60	1
声张	v	1.60	1
勾引	v	1.60	1
假意	n	1.60	1
找麻烦	v	1.60	1
太平间	n	1.60	1
试验品	n	1.60	2
除法	n	1.60	1
阴功	n	1.60	4
花生酱	n	1.60	1
药味	n	1.60	1
酸梅汤	n	1.60	1
鱼香肉丝	n	1.60	1
雪松	n	1.60	1
木桥	n	1.60	1
航渡	v	1.60	1
家宅	n	1.60	1
票面值	n	1.60	1
气泵	n	1.60	1
口盖	n	1.60	1
排烟	v	1.60	1
唁函	n	1.60	1
花边新闻	n	1.60	1
现场图	n	1.60	1
百联	nz	1.60	1
豪强	n	1.60	1
脚脖子	n	1.60	1
长号	n	1.60	1
估价师	n	1.60	1
平纹	n	1.60	1
后轴	n	1.60	1
专有权	n	1.60	1
特立尼达和多巴哥	nz	1.60	1
扮装	v	1.60	1
情诗	n	1.60	1
回帖	n	1.60	1
八方	nz	1.60	1
大猩猩	n	1.60	1
癞蛤蟆	n	1.60	1
住友	nz	1.60	1
赞比亚人	nz	1.60	1
魏桥	nz	1.60	1
地核	n	1.60	1
凝滞	v	1.60	1
胡瓜	n	1.60	1
巴基斯坦人	nz	1.60	1
收获量	n	1.60	1
探亲假	n	1.60	1
郁江	n	1.60	1
兵兵	nr2	1.60	1
镇静剂	n	1.60	1
布鲁金斯	nz	1.60	1
数位	n	1.60	1
议论文	n	1.60	1
夜生活	n	1.60	1
人味	n	1.60	1
报应	n	1.60	1
女色	n	1.60	1
情场	n	1.60	1
抚弄	v	1.60	1
尾数	n	1.60	3
生药	n	1.60	5
牛排	n	1.60	1
绿帽子	n	1.60	1
多谢	v	1.60	1
迷航	v	1.60	3
杂牌军	n	1.60	3
老狐狸	n	1.60	3
女佣	n	1.60	1
屠场	n	1.60	1
狂言	n	1.60	1
奥的斯	nz	1.60	1
芳邻	n	1.60	2
团子	n	1.60	2
甜品	n	1.60	2
素食	n	1.60	2
避风	v	1.60	2
的卡	n	1.60	2
拔锚	v	1.60	2
口腹	n	1.60	2
渔鼓	n	1.60	2
捉奸	v	1.60	2
灾星	n	1.60	1
悍妇	n	1.60	1
蹉跎	v	1.60	1
羊角	n	1.60	2
贞操	n	1.60	2
献殷勤	v	1.60	2
用户名	n	1.60	1
离心机	n	1.60	1
暧昧关系	n	1.60	1
短讯	n	1.60	1
免刑	v	1.60	1
私生活	n	1.60	1
克格勃	n	1.60	1
追根	v	1.60	1
凹槽	n	1.60	1
头套	n	1.60	1
象素	n	1.60	1
屈光度	n	1.60	1
略图	n	1.60	1
直方图	n	1.60	1
字符	n	1.60	1
目镜	n	1.60	1
眼罩	n	1.60	1
广角镜头	n	1.60	1
拔毒	v	1.60	2
试药	v	1.60	1
明说	v	1.60	1
操纵员	n	1.60	1
榴弹炮	n	1.60	1
红人	n	1.60	1
取笑	v	1.60	1
戴姆勒	nz	1.60	1
酋长国	n	1.60	1
青蒿	n	1.60	1
想像	v	1.60	1
空	a	1.60	8
稳	a	1.59	10
版	n	1.59	8
辣	a	1.59	7
近年来	dl	1.58	4
总共	d	1.58	4
偏偏	d	1.58	4
艾弗森	nrf	1.58	10
亮	a	1.58	12
多年	mq	1.57	5
亭	ng	1.57	5
医	ng	1.57	24
酬	ng	1.56	11
上面	f	1.55	9
久	a	1.55	23
3G	n	1.55	3
华	b	1.55	54
双重	b	1.54	6
临床	b	1.54	4
高档	b	1.54	4
前述	b	1.54	4
昨天	t	1.54	59
极	d	1.54	11
彩色	b	1.53	5
许	v	1.53	20
养	v	1.53	6
沿线	f	1.52	6
撞	v	1.52	9
迪	nr1	1.52	9
长期以来	dl	1.52	3
绝不	d	1.52	3
足以	d	1.52	3
分批	d	1.52	3
一经	d	1.52	3
极力	d	1.52	3
85	m	1.52	3
３	m	1.52	3
62	m	1.52	3
￥	m	1.52	3
危重	a	1.52	5
到处	d	1.51	4
整天	d	1.51	2
当庭	d	1.51	4
48	m	1.51	2
一半	m	1.51	5
上下	f	1.51	5
手里	s	1.51	5
临时	b	1.50	6
长途	b	1.50	9
经贸	b	1.49	3
南方	s	1.49	3
一流	b	1.49	3
国产	b	1.49	3
眼前	s	1.49	3
外地	s	1.49	3
影视	b	1.49	3
中部	f	1.49	3
首席	b	1.49	3
书面	b	1.49	3
当中	f	1.49	3
三级	b	1.49	3
双双	m	1.49	3
零下	s	1.49	3
无比	z	1.49	3
屋里	s	1.49	3
嘴里	s	1.49	3
幕后	s	1.49	3
楼上	s	1.49	3
自助	b	1.49	3
赵薇	nr	1.48	7
必将	d	1.47	4
全身心	d	1.47	4
６	m	1.47	4
法国	nsf	1.47	19
西南	s	1.47	5
门前	s	1.47	5
子	ng	1.47	11
娘	n	1.46	10
白	a	1.46	12
西部	f	1.46	4
外部	f	1.46	4
无限	b	1.46	4
一阵	mq	1.46	4
船上	s	1.46	4
台上	s	1.46	4
超高	b	1.46	4
土里土气	z	1.46	4
师	ng	1.46	8
25日	t	1.45	8
告	v	1.45	6
操	v	1.45	4
长寿	a	1.44	10
轨	ng	1.44	13
按时	d	1.44	6
者	k	1.44	17
迈	v	1.43	7
路边	s	1.42	5
潘	nr1	1.41	4
麦	ng	1.41	64
地上	s	1.41	8
认	v	1.41	29
广	a	1.40	10
初步	d	1.40	2
率先	d	1.40	2
极为	d	1.40	2
恐怕	d	1.40	2
从未	d	1.40	2
真是	d	1.40	2
历来	d	1.40	2
凡是	d	1.40	2
尽可能	d	1.40	2
大概	d	1.40	2
原先	d	1.40	2
一一	d	1.40	2
一举	d	1.40	2
毫不	d	1.40	2
如期	d	1.40	2
强行	d	1.40	2
迄今为止	dl	1.40	2
将要	d	1.40	2
频频	d	1.40	2
依次	d	1.40	2
欣然	d	1.40	2
从头	d	1.40	2
另行	d	1.40	2
本该	d	1.40	2
老是	d	1.40	2
只身	d	1.40	2
暗暗	d	1.40	2
贸然	d	1.40	4
窄幅	d	1.40	2
dX	n	1.40	2
51	m	1.40	2
36	m	1.40	2
8%	m	1.40	2
71	m	1.40	2
23	m	1.40	2
03	m	1.40	2
84	m	1.40	2
65	m	1.40	4
格拉布斯	nrf	1.40	9
员	ng	1.40	6
薪	ng	1.40	6
真	d	1.39	25
搭	v	1.39	6
姿	ng	1.39	6
19日	t	1.38	11
姐	n	1.38	4
测	v	1.38	10
冠	ng	1.38	7
尾	ng	1.38	7
差	a	1.38	11
逊	vg	1.38	17
