Word	Part-Of-Speech	Weight	Frequency
译文	n	1.60	1
去除	v	1.60	1
植入	v	1.60	4
猛涨	vi	1.60	2
飞天	n	1.60	2
尘埃落定	vl	1.60	1
擦肩而过	vl	1.60	1
擦亮	v	1.60	1
预留	v	1.60	1
留名	vi	1.60	1
单子	n	1.60	1
单车	n	1.60	3
富豪	n	1.60	1
关联度	n	1.60	1
搏杀	vn	1.60	4
难保	v	1.60	3
美女	n	1.60	1
换算	vi	1.60	1
改掉	v	1.60	1
商铺	n	1.60	1
前瞻	n	1.60	1
远望	v	1.60	7
兼容并蓄	vl	1.60	2
中银	nz	1.60	1
低点	n	1.60	1
袖子	n	1.60	1
旁观者	n	1.60	2
遥想	v	1.60	2
聚合	vi	1.60	1
底价	n	1.60	1
提款	vi	1.60	1
保护性	n	1.60	1
荒野	n	1.60	1
求生	vi	1.60	1
星际	n	1.60	1
皇冠	n	1.60	1
双胞胎	n	1.60	1
搜索引擎	n	1.60	2
应答	vi	1.60	1
举国上下	nl	1.60	1
足音	n	1.60	1
欺负	v	1.60	1
飞鸟	n	1.60	1
连成一片	vl	1.60	1
金刚	n	1.60	1
歼灭	v	1.60	1
诋毁	v	1.60	1
下沉	vi	1.60	1
致歉	vi	1.60	1
交道	n	1.60	1
元气	n	1.60	1
蓝本	n	1.60	1
遮掩	v	1.60	1
耗电	vi	1.60	1
褐色	n	1.60	1
更进一步	vl	1.60	1
机务	n	1.60	1
驾驶室	n	1.60	1
论点	n	1.60	1
争鸣	vn	1.60	2
宇航局	n	1.60	1
浸泡	v	1.60	1
停歇	vi	1.60	1
过激	vn	1.60	1
硬着头皮	vl	1.60	1
算作	v	1.60	1
弯路	n	1.60	1
见多识广	vl	1.60	2
财年	n	1.60	1
督学	vn	1.60	1
宝宝	n	1.60	1
信任感	n	1.60	4
知之甚少	vl	1.60	1
临摹	v	1.60	3
结下	v	1.60	2
伉俪	n	1.60	1
定稿	vi	1.60	1
就事论事	vl	1.60	1
儿歌	n	1.60	1
偶遇	v	1.60	1
业态	n	1.60	1
选配	vn	1.60	1
土木	n	1.60	1
选修课	n	1.60	1
中国式	n	1.60	1
烟消云散	vl	1.60	1
掌声雷动	vl	1.60	1
破解	v	1.60	1
铺展	v	1.60	1
共勉	vi	1.60	1
血本无归	vl	1.60	1
漫山遍野	nl	1.60	1
腰缠万贯	vl	1.60	1
半信半疑	vl	1.60	2
卖出	v	1.60	1
烧伤	v	1.60	1
大写	n	1.60	1
储藏	vn	1.60	1
满分	n	1.60	4
鲜见	v	1.60	1
悲痛欲绝	vl	1.60	2
魔力	n	1.60	2
导读	v	1.60	1
模板	n	1.60	1
东街	n	1.60	1
除以	v	1.60	1
结束语	n	1.60	1
先驱者	n	1.60	1
论调	n	1.60	1
星座	n	1.60	1
冤枉	vn	1.60	1
静默	vd	1.60	2
有感	v	1.60	3
安抚	vn	1.60	1
心潮	n	1.60	1
碧海	n	1.60	1
喊话	vi	1.60	1
复明	v	1.60	1
明灯	n	1.60	1
人脑	n	1.60	3
冒烟	vi	1.60	1
见怪不怪	vl	1.60	1
威慑力	n	1.60	1
实话实说	vl	1.60	1
废铁	n	1.60	1
换岗	vi	1.60	1
学籍	n	1.60	1
以身殉职	vl	1.60	1
首尾	n	1.60	1
迫降	vi	1.60	1
军士	n	1.60	2
收发	v	1.60	1
子系统	n	1.60	1
测验	vn	1.60	1
高帽	n	1.60	1
看热闹	vi	1.60	1
全家福	n	1.60	1
偷走	v	1.60	1
窟窿	n	1.60	2
氧化	vi	1.60	2
无心	vd	1.60	1
荒废	v	1.60	1
遗漏	v	1.60	1
雷击	vi	1.60	1
减小	v	1.60	1
spider	n	1.60	1
dante	nz	1.60	1
executors	n	1.60	1
ords	n	1.60	1
identifier	n	1.60	2
选课	vi	1.60	1
递进	vi	1.60	3
甲午战争	nz	1.60	1
今昔	n	1.60	1
大忙人	n	1.60	1
舞狮	vn	1.60	1
公使	n	1.60	1
实景	n	1.60	1
中英文	n	1.60	2
养分	n	1.60	1
文化学术	n	1.60	1
落脚	vi	1.60	2
心肠	n	1.60	2
争分夺秒	nl	1.60	2
三字经	n	1.60	2
注解	n	1.60	1
挑大梁	vl	1.60	1
停课	vi	1.60	1
碰见	v	1.60	1
出处	n	1.60	1
新城	n	1.60	2
并进	vi	1.60	1
并称	v	1.60	4
拖累	v	1.60	1
改版	vi	1.60	1
脱手	vi	1.60	1
自拔	vi	1.60	1
缘分	n	1.60	1
漫天要价	vl	1.60	1
计入	v	1.60	1
佐料	n	1.60	3
黑手	n	1.60	2
认输	vi	1.60	1
站岗	vi	1.60	1
推论	vn	1.60	1
随波逐流	vl	1.60	1
见习	vn	1.60	1
校对	n	1.60	1
收紧	v	1.60	2
统计局	n	1.60	2
为时过早	vl	1.60	1
上行	vn	1.60	1
看涨	vi	1.60	1
受众	n	1.60	1
咬咬	v	1.60	1
违约金	n	1.60	1
大叔	n	1.60	1
汉奸	n	1.60	1
求救	vn	1.60	2
胡作非为	vl	1.60	1
乐此不疲	vl	1.60	1
阅兵式	n	1.60	1
用场	n	1.60	1
起重机	n	1.60	1
比起	v	1.60	1
弹簧	n	1.60	1
批次	n	1.60	1
白衣	n	1.60	1
爆炸物	n	1.60	1
试射	v	1.60	1
五脏	n	1.60	1
木耳	n	1.60	1
日落	vi	1.60	1
记者会	n	1.60	3
上限	n	1.60	1
保驾	vi	1.60	1
硝烟弥漫	vl	1.60	2
失守	vi	1.60	2
铁蹄	n	1.60	2
包围圈	n	1.60	2
看样子	v	1.60	1
树脂	n	1.60	2
温差	n	1.60	2
缓冲	vn	1.60	2
磨损	vn	1.60	2
山芋	n	1.60	1
打靶	vn	1.60	1
空空导弹	n	1.60	1
问鼎	v	1.60	1
玩乐	vi	1.60	1
作息时间	n	1.60	1
航标	n	1.60	1
日文	nz	1.60	1
庙堂	n	1.60	1
付梓	vi	1.60	1
参演	v	1.60	1
着迷	vi	1.60	1
三足鼎立	vl	1.60	1
流行歌曲	nl	1.60	2
宋词	n	1.60	2
薪水	n	1.60	1
根植	v	1.60	1
纵览	v	1.60	1
眼球	n	1.60	1
选本	n	1.60	1
超车	vi	1.60	1
护城河	n	1.60	4
神通	n	1.60	1
粘贴	v	1.60	1
下风	n	1.60	1
省去	v	1.60	1
成山	nz	1.60	3
变味	v	1.60	2
乐观主义	n	1.60	2
一对一	vl	1.60	2
潮汐	n	1.60	1
天资	n	1.60	2
遭殃	vi	1.60	2
粮农	n	1.60	1
负载	n	1.60	1
现货	n	1.60	1
驱动器	n	1.60	1
监管者	n	1.60	1
作假	vi	1.60	1
新闻网	n	1.60	2
创优	v	1.60	1
倍受	v	1.60	1
配有	v	1.60	1
废钢	n	1.60	1
试飞	vn	1.60	1
放逐	v	1.60	1
内勤	n	1.60	2
观音	n	1.60	1
绊倒	v	1.60	1
嫌弃	v	1.60	1
闲人	n	1.60	1
鼻祖	n	1.60	1
挥发	vi	1.60	1
船尾	n	1.60	1
记号	n	1.60	1
黄帽	n	1.60	1
红帽	n	1.60	1
分隔	vi	1.60	1
油轮	n	1.60	1
值班员	n	1.60	1
鱼肉	n	1.60	1
燃料油	n	1.60	1
绰号	n	1.60	1
充气	vi	1.60	1
油门	n	1.60	2
国威	n	1.60	2
自给自足	vl	1.60	1
驰名中外	vl	1.60	1
外层	n	1.60	2
忍无可忍	vl	1.60	1
展露	v	1.60	1
低龄化	v	1.60	3
学制	n	1.60	1
惠及	v	1.60	2
际遇	n	1.60	1
故国	n	1.60	1
厉行	v	1.60	1
结出	v	1.60	1
重围	n	1.60	1
电风扇	n	1.60	1
下巴	n	1.60	2
打磨	v	1.60	2
一气之下	nl	1.60	2
民族舞	n	1.60	2
变化多端	vl	1.60	2
初来乍到	vl	1.60	2
诗经	n	1.60	2
属地	n	1.60	1
参会	vn	1.60	1
洞悉	v	1.60	1
局域网	n	1.60	1
顶点	n	1.60	2
枫叶	n	1.60	2
毛线	n	1.60	1
近水楼台先得月	vl	1.60	1
常温	n	1.60	1
砥砺	v	1.60	1
敢为人先	vl	1.60	1
伤兵	n	1.60	1
全称	n	1.60	1
猝不及防	vl	1.60	1
玩玩	v	1.60	2
请勿	v	1.60	1
车场	n	1.60	3
无稽之谈	nl	1.60	2
在乎	v	1.60	2
踏进	v	1.60	2
泡泡	n	1.60	1
穿针引线	vl	1.60	2
四害	n	1.60	1
总管	n	1.60	1
心智	n	1.60	1
脑力	n	1.60	1
接入	v	1.60	1
配种	vi	1.60	2
药水	n	1.60	2
排行	v	1.60	2
波峰	n	1.60	2
集纳	v	1.60	1
鱼目混珠	vl	1.60	1
兼具	v	1.60	1
物尽其用	vl	1.60	1
不谋而合	vl	1.60	1
介于	v	1.60	1
购机	vn	1.60	5
连理	n	1.60	1
短语	n	1.60	1
海潮	n	1.60	1
军械	n	1.60	1
奔袭	v	1.60	1
哥们	n	1.60	1
合拢	vi	1.60	1
无用	vi	1.60	1
玩儿	v	1.60	1
更正	v	1.60	2
挡箭牌	n	1.60	1
浓烟滚滚	vl	1.60	1
警卫员	n	1.60	1
只言片语	nl	1.60	1
乘风破浪	vl	1.60	1
备考	n	1.60	1
兵家	n	1.60	1
击伤	v	1.60	1
遮挡	v	1.60	1
整流	n	1.60	1
铠甲	n	1.60	1
兰花	n	1.60	1
正餐	n	1.60	1
略逊一筹	vl	1.60	1
瞳孔	n	1.60	1
姗姗来迟	vl	1.60	1
答疑	vn	1.60	2
白费	v	1.60	1
商船	n	1.60	1
音频	n	1.60	2
战败	vi	1.60	2
实弹	n	1.60	1
行踪	n	1.60	1
迈入	v	1.60	1
两回事	n	1.60	1
羞辱	v	1.60	1
漂移	vi	1.60	1
爆炸性	n	1.60	1
品类	n	1.60	2
脱轨	vi	1.60	1
语句	n	1.60	3
绵薄	n	1.60	1
金山	n	1.60	3
大都会	n	1.60	2
任课	vn	1.60	2
教研组	n	1.60	2
低年级	n	1.60	2
转述	v	1.60	1
圆梦	v	1.60	1
急用	v	1.60	1
小觑	v	1.60	1
跌入	v	1.60	4
高调	n	1.60	4
缩水	vi	1.60	2
胡杨	n	1.60	2
买入	v	1.60	1
盘整	v	1.60	1
碰碰	v	1.60	1
捉住	v	1.60	1
公子	n	1.60	1
摩拳擦掌	vl	1.60	1
以不变应万变	vl	1.60	1
患得患失	vl	1.60	1
筹融资	n	1.60	1
天意	n	1.60	1
摇身一变	vl	1.60	1
神化	v	1.60	1
润滑剂	n	1.60	1
双刃剑	n	1.60	6
争抢	v	1.60	2
无忧无虑	vl	1.60	1
添砖加瓦	vl	1.60	1
恭喜发财	vl	1.60	4
发大财	vi	1.60	1
发明者	n	1.60	1
精耕细作	vl	1.60	2
球衣	n	1.60	1
抵押品	n	1.60	1
中发	nz	1.60	1
存取	v	1.60	1
皇室	n	1.60	1
休闲游	n	1.60	1
人本	n	1.60	1
拖泥带水	vl	1.60	1
修成	v	1.60	1
念念	v	1.60	1
长风	n	1.60	1
结冰	vi	1.60	1
横空出世	vl	1.60	1
空域	n	1.60	1
余生	n	1.60	1
九天	n	1.60	1
棍子	n	1.60	1
柠檬	n	1.60	1
关掉	v	1.60	1
逛逛	v	1.60	1
杀戮	vn	1.60	1
海报	n	1.60	1
士官	n	1.60	1
陆海	n	1.60	1
方舟	nz	1.60	1
桅杆	n	1.60	1
逆风	n	1.60	1
无可比拟	vl	1.60	1
目视	v	1.60	1
杂质	n	1.60	1
海量	n	1.60	1
出勤	vi	1.60	1
追授	v	1.60	1
切开	v	1.60	1
巨无霸	nz	1.60	1
漏网	vi	1.60	1
苦瓜	n	1.60	1
海带	n	1.60	1
夜餐	n	1.60	1
视神经	n	1.60	1
蜻蜓	n	1.60	1
坦承	v	1.60	1
准确度	n	1.60	1
悄悄话	n	1.60	2
粉丝	n	1.60	2
蹂躏	vn	1.60	2
千疮百孔	vl	1.60	2
明治	nz	1.60	2
头筹	n	1.60	2
贴金	vi	1.60	1
轻举妄动	vl	1.60	1
拉拉	v	1.60	1
拼接	vn	1.60	1
讥笑	vn	1.60	1
基座	n	1.60	1
唏嘘	vi	1.60	1
俘获	v	1.60	1
蜘蛛网	n	1.60	1
大开眼界	vl	1.60	1
海陆空	n	1.60	1
族群	n	1.60	2
文说	n	1.60	1
范本	n	1.60	3
抓手	n	1.60	4
美林	nz	1.60	2
纠错	vn	1.60	1
温文尔雅	vl	1.60	1
语文课	n	1.60	1
特聘	v	1.60	1
后记	n	1.60	1
夫子	n	1.60	2
女团	n	1.60	2
男团	n	1.60	2
学分制	n	1.60	1
自制力	n	1.60	1
报了名	v	1.60	1
异同	n	1.60	1
音译	n	1.60	4
弯道	n	1.60	1
求助信	n	1.60	1
欢迎辞	n	1.60	2
四爷	n	1.60	3
平方	n	1.60	5
脚本	n	1.60	1
野人	n	1.60	1
输家	n	1.60	1
内情	n	1.60	1
提个醒	vl	1.60	1
洪水猛兽	nl	1.60	1
上升期	n	1.60	4
豪言壮语	nl	1.60	2
温水	n	1.60	2
善战	vi	1.60	1
彩云	n	1.60	3
天神	n	1.60	1
早班	n	1.60	1
查查	v	1.60	3
交会	v	1.60	1
叩响	v	1.60	2
评出	v	1.60	1
不务正业	vl	1.60	2
流星	n	1.60	2
屡教不改	vl	1.60	1
黑名单	n	1.60	1
共振	vi	1.60	2
俯仰	vi	1.60	2
风声鹤唳	vl	1.60	2
布道	vi	1.60	2
卡脖子	vn	1.60	2
刺激性	n	1.60	1
定律	n	1.60	1
归因于	v	1.60	1
可信度	n	1.60	1
换成	v	1.60	1
骨牌	n	1.60	1
映射	vi	1.60	1
要闻	n	1.60	4
时区	n	1.60	1
外海	n	1.60	2
后脚	n	1.60	1
独处	v	1.60	1
声息	n	1.60	1
磁石	n	1.60	1
木马	n	1.60	1
环视	v	1.60	1
总价	n	1.60	1
快意	n	1.60	1
老鹰	n	1.60	1
人命关天	vl	1.60	1
措词	vi	1.60	1
任由	v	1.60	1
渔翁	n	1.60	1
略胜一筹	vl	1.60	1
多面手	n	1.60	1
血统	n	1.60	1
不甘寂寞	vl	1.60	1
生存率	n	1.60	1
增益	v	1.60	1
掉转	v	1.60	1
俯冲	vn	1.60	1
松开	v	1.60	1
绿衣	n	1.60	1
白盔	n	1.60	1
潜台词	n	1.60	1
英雄好汉	n	1.60	1
开火	vi	1.60	2
香槟	n	1.60	1
参建	v	1.60	1
度数	n	1.60	1
飞跑	vi	1.60	1
中尉	n	1.60	1
虾仁	n	1.60	1
橄榄枝	n	1.60	1
训练舰	n	1.60	1
尾翼	n	1.60	1
突进	vn	1.60	1
无事生非	vl	1.60	2
实弹射击	vl	1.60	1
免受	v	1.60	1
防区	n	1.60	1
外挂	v	1.60	4
轻水	n	1.60	1
交通线	n	1.60	1
灰飞烟灭	vl	1.60	2
一笔带过	vl	1.60	2
震天	vi	1.60	1
备齐	v	1.60	1
合金钢	n	1.60	2
船底	n	1.60	2
舷窗	n	1.60	1
下陷	vi	1.60	1
火药桶	n	1.60	1
等闲之辈	nl	1.60	1
文传	n	1.60	1
量级	n	1.60	3
数量级	n	1.60	3
教法	n	1.60	3
风衣	n	1.60	1
裁判长	n	1.60	1
标定	v	1.60	1
天堑	n	1.60	1
节奏感	n	1.60	1
暑热	n	1.60	1
云游	v	1.60	1
历久弥新	vl	1.60	2
古文	n	1.60	2
师大	n	1.60	1
教育学家	n	1.60	1
国语	n	1.60	1
捧腹大笑	nl	1.60	1
把脉	vi	1.60	1
伏笔	n	1.60	1
外星人	n	1.60	2
守业	vi	1.60	1
见好	vi	1.60	1
原始社会	nl	1.60	1
挤兑	vn	1.60	1
便秘	vi	1.60	1
秋水	n	1.60	32
多如牛毛	vl	1.60	1
蠢蠢欲动	vl	1.60	1
档子	n	1.60	1
宠辱不惊	vl	1.60	1
揣度	v	1.60	1
细水长流	vl	1.60	1
万古长青	vl	1.60	1
慈善家	n	1.60	1
发散	vn	1.60	1
叶绿素	n	1.60	1
南辕北辙	vl	1.60	3
装腔作势	vl	1.60	3
折旧费	n	1.60	2
池子	n	1.60	2
撒野	vi	1.60	5
鹅毛	n	1.60	1
大吉大利	vl	1.60	4
浪子	n	1.60	1
图示	v	1.60	2
别名	n	1.60	1
流通性	n	1.60	2
榨取	v	1.60	2
随机性	n	1.60	1
产能	vn	1.60	2
抬轿子	vl	1.60	1
马后炮	vl	1.60	1
傻瓜	n	1.60	1
面罩	n	1.60	1
一团糟	n	1.60	1
柚子	n	1.60	1
透明性	n	1.60	1
折中	vn	1.60	1
八仙过海各显神通	vl	1.60	1
自由王国	nl	1.60	1
中旅	n	1.60	1
倍数	n	1.60	1
粒度	n	1.60	5
给定	vn	1.60	1
褒义	n	1.60	1
节选	v	1.60	1
苦楚	n	1.60	1
结队	vi	1.60	1
驶往	v	1.60	1
小道消息	n	1.60	1
顶撞	v	1.60	1
核导弹	n	1.60	1
天马	nz	1.60	1
三皇	n	1.60	1
长三角	nz	1.60	1
红颜	n	1.60	1
胡说八道	vl	1.60	1
提防	v	1.60	2
张牙舞爪	vl	1.60	2
逗乐	vi	1.60	1
造谣	vi	1.60	2
分秒必争	vl	1.60	1
吓坏	v	1.60	1
走火	vi	1.60	1
笑柄	n	1.60	1
身段	n	1.60	1
真真假假	vl	1.60	1
大棒	n	1.60	1
大兵	n	1.60	1
岸基	n	1.60	1
指挥所	n	1.60	1
打气	vi	1.60	1
操演	v	1.60	1
亚细亚	nz	1.60	1
转子	n	1.60	1
宜于	v	1.60	1
外场	n	1.60	1
驾驶舱	n	1.60	1
条件反射	nl	1.60	1
精武	nz	1.60	1
军港	n	1.60	1
远道	n	1.60	1
举例来说	vl	1.60	1
暌违	v	1.60	2
揭秘	v	1.60	2
飞龙	n	1.60	4
弹丸之地	nl	1.60	2
牛皮	n	1.60	1
苟延残喘	vl	1.60	1
管路	n	1.60	1
加油机	n	1.60	1
毫发	n	1.60	2
轰击	v	1.60	2
独此一家	nl	1.60	2
倒不如	v	1.60	1
汗青	n	1.60	1
杜撰	v	1.60	1
涡轮机	n	1.60	1
击破	v	1.60	1
防弹	vn	1.60	1
赌注	n	1.60	1
偏转	v	1.60	1
半路出家	vl	1.60	1
献策	vi	1.60	1
除开	v	1.60	1
开讲	vi	1.60	2
症候	n	1.60	3
突显	vi	1.60	1
球鞋	n	1.60	1
动词	n	1.60	2
诵读	v	1.60	1
白衣战士	n	1.60	1
声韵	n	1.60	1
热学	n	1.60	1
台柱子	n	1.60	1
竹板	n	1.60	1
苦差	n	1.60	1
台联	n	1.60	1
解题	vi	1.60	1
铭牌	n	1.60	2
时艰	n	1.60	2
预科	n	1.60	2
用户量	n	1.60	2
畅叙	v	1.60	2
补习班	n	1.60	2
白话文	n	1.60	2
笔墨纸砚	n	1.60	2
文案	n	1.60	1
分神	vi	1.60	2
词义	n	1.60	1
读音	n	1.60	1
够呛	vi	1.60	1
辩论会	n	1.60	1
要务	n	1.60	1
大数	n	1.60	5
启明	n	1.60	4
强心剂	n	1.60	4
抢光	v	1.60	2
秋波	n	1.60	1
线段	n	1.60	1
自由职业者	n	1.60	1
风口浪尖	nl	1.60	1
黔驴技穷	vl	1.60	1
神算	vn	1.60	5
因数	n	1.60	1
坐享其成	vl	1.60	1
随大流	vl	1.60	1
夕阳红	nz	1.60	1
纪元	n	1.60	2
置之脑后	vl	1.60	3
竹篮	n	1.60	2
诡计	n	1.60	2
谨小慎微	vl	1.60	1
归心	v	1.60	1
地角	n	1.60	1
玉宇	n	1.60	1
薄荷	n	1.60	6
妖言	n	1.60	1
小写	n	1.60	1
百分制	n	1.60	1
商行	n	1.60	1
法币	n	1.60	1
理工学院	n	1.60	1
跑腿	vi	1.60	1
多寡	n	1.60	1
小精灵	nz	1.60	2
防火墙	n	1.60	2
鲲鹏	n	1.60	2
脱敏	vn	1.60	1
必然王国	n	1.60	1
快手	n	1.60	1
格式化	v	1.60	1
正果	n	1.60	1
照明灯	n	1.60	1
驻防	v	1.60	2
轮休	vi	1.60	1
线缆	n	1.60	1
常规战争	nl	1.60	2
军事学	n	1.60	1
运输船	n	1.60	1
雅克	n	1.60	1
没辙	vi	1.60	1
沈飞	nz	1.60	1
旧闻	n	1.60	1
讨还	v	1.60	3
打劫	v	1.60	2
五帝	n	1.60	1
胡扯	vi	1.60	1
精神病院	n	1.60	2
登陆舰	n	1.60	2
假想敌	n	1.60	1
发丝	n	1.60	1
药酒	n	1.60	1
谢天谢地	vl	1.60	1
畏缩	vi	1.60	1
泄愤	vn	1.60	1
渡轮	n	1.60	1
飞机库	n	1.60	1
遭逢	v	1.60	1
上供	v	1.60	1
测距	vi	1.60	1
电磁辐射	n	1.60	1
救难	v	1.60	1
胡蜂	n	1.60	1
滑轮	n	1.60	1
襟翼	n	1.60	1
缺勤	vn	1.60	1
跨越性	n	1.60	1
野心勃勃	vl	1.60	1
前缘	n	1.60	1
打杂	vi	1.60	1
击毁	v	1.60	1
工艺师	n	1.60	2
仰角	n	1.60	1
遂行	v	1.60	1
花卷	nms	1.60	1
事出有因	vl	1.60	1
铸币	n	1.60	1
不堪一击	vl	1.60	1
驳船	n	1.60	1
返修	vi	1.60	1
战略学	n	1.60	2
时评	n	1.60	2
总吨位	n	1.60	2
焊缝	n	1.60	1
基线	n	1.60	1
久经沙场	vl	1.60	1
痞子	n	1.60	2
摩擦力	n	1.60	2
热胀冷缩	vl	1.60	2
硫酸	n	1.60	2
惊喜万分	vl	1.60	1
讹传	n	1.60	1
gascon	n	1.60	1
toastmaster	n	1.60	1
moonbeam	n	1.60	1
springer	n	1.60	1
wormhole	n	1.60	1
polygon	n	1.60	9
node	vf	1.60	1
offline	n	1.60	1
licence	n	1.60	5
ping	n	1.60	8
summarization	vf	1.60	3
delimiter	v	1.60	1
resh	v	1.60	1
crozier	n	1.60	1
langley	n	1.60	1
本土化	v	1.60	1
追根	v	1.60	3
院本	n	1.60	4
明说	v	1.60	1
源语言	n	1.60	1
详谈	v	1.60	1
文字学	n	1.60	1
多音字	n	1.60	1
音序	n	1.60	2
薪资	n	1.60	1
邮轮	njtgj	1.60	1
挫折感	n	1.60	1
腰杆儿	n	1.60	1
急电	n	1.60	1
游艺会	n	1.60	1
中新网	ntot	1.60	1
力点	n	1.60	2
同心圆	n	1.60	1
倒装	v	1.60	1
问句	n	1.60	1
疑问句	n	1.60	1
生词	n	1.60	1
新华网	ntz	1.60	1
联会	n	1.60	1
具名	v	1.60	4
鹿皮	n	1.60	2
吐沫	n	1.60	1
回帖	n	1.60	1
如来	n	1.60	1
慢动作	n	1.60	1
酋长	n	1.60	1
前例	n	1.60	1
小业主	n	1.60	1
斑竹	n	1.60	1
谷粒	n	1.60	1
被套	n	1.60	1
乱麻	n	1.60	1
本心	n	1.60	1
别离	v	1.60	2
外江	n	1.60	1
恭喜	v	1.60	1
晚安	v	1.60	1
荷尔蒙	n	1.60	1
金本位	n	1.60	1
日记账	n	1.60	1
集中制	n	1.60	1
电阻	n	1.60	1
铁桥	n	1.60	1
陨落	v	1.60	2
菲律宾人	nz	1.60	2
引流	v	1.60	2
闭环	n	1.60	1
恒天	nz	1.60	1
缩略语	n	1.60	1
随机数	n	1.60	1
视图	n	1.60	1
日线图	n	1.60	1
福德	nz	1.60	1
端口	n	1.60	2
金马	nz	1.60	1
连贯性	n	1.60	1
头马	n	1.60	1
读数	n	1.60	1
坏主意	n	1.60	1
中继器	n	1.60	1
绝地	n	1.60	1
分词	v	1.60	4
文本文件	n	1.60	4
示例	n	1.60	6
博客	nz	1.60	8
海王	nz	1.60	1
猛士	n	1.60	1
胆寒	v	1.60	1
踏平	v	1.60	1
壳子	n	1.60	1
皮包公司	n	1.60	1
通式	n	1.60	1
小萝卜	n	1.60	3
抬举	v	1.60	1
大尉	n	1.60	1
榴莲	n	1.60	1
特遣队	n	1.60	1
盟邦	n	1.60	1
猪猡	n	1.60	3
血债	n	1.60	3
黩武	v	1.60	1
活靶	n	1.60	2
谍报	n	1.60	1
内能	n	1.60	1
五边形	n	1.60	1
无线电波	n	1.60	1
角力	v	1.60	1
喷子	n	1.60	1
伸腿	v	1.60	1
不冻港	n	1.60	1
培养皿	n	1.60	1
盥洗室	n	1.60	1
列兵	n	1.60	1
上等兵	n	1.60	1
懵懂	v	1.60	1
模拟器	n	1.60	1
列编	v	1.60	1
宿怨	n	1.60	1
后缘	n	1.60	1
加号	n	1.60	1
矩形	n	1.60	1
斜度	n	1.60	1
联队	n	1.60	2
滚轮	n	1.60	1
冲程	n	1.60	1
公里	小时	n	1.60	1
耗油量	n	1.60	1
载重量	n	1.60	1
弓形	n	1.60	1
机降	v	1.60	2
吹管	n	1.60	1
电功率	n	1.60	1
职分	n	1.60	1
传令	v	1.60	1
操纵员	n	1.60	1
军械员	n	1.60	1
球面	n	1.60	1
厨子	n	1.60	1
中士	n	1.60	5
油麦	n	1.60	1
牛筋	n	1.60	1
复眼	n	1.60	1
急眼	v	1.60	1
外购	v	1.60	1
可用性	n	1.60	1
冗余	n	1.60	1
机炮	n	1.60	1
续航力	n	1.60	1
苍龙	n	1.60	4
赶跑	v	1.60	2
战斗舰	n	1.60	1
设计局	n	1.60	1
电子元件	n	1.60	1
印度人	nz	1.60	1
说辞	n	1.60	1
蛰伏	v	1.60	1
破落户	n	1.60	1
驱护舰	n	1.60	1
穿甲弹	n	1.60	2
纵隔	n	1.60	2
剖面图	n	1.60	2
舰只	n	1.60	2
几率	n	1.60	2
磨损性	n	1.60	2
分号	n	1.60	2
环氧树脂	n	1.60	2
体型	n	1.60	1
引言	n	1.60	1
瞎猜	v	1.60	1
扫雷艇	n	1.60	1
倾斜度	n	1.60	1
挠痒	v	1.60	1
浅水	n	1.60	1
挂架	n	1.60	1
假	a	1.60	10
清	a	1.59	10
长期以来	dl	1.59	7
公有	b	1.59	11
有史以来	dl	1.58	4
盔	n	1.58	4
冠	ng	1.58	28
呈	v	1.58	7
途中	s	1.58	3
诗	n	1.57	5
插	v	1.57	5
鼎	ng	1.57	5
特种	b	1.57	7
doc	nz	1.57	14
ICO	x	1.56	8
false	a	1.55	22
充其量	d	1.55	3
喷气式	b	1.54	6
上万	m	1.54	4
眼中	s	1.54	4
忽悠	z	1.54	4
密	ad	1.54	18
一部分	m	1.53	5
前面	f	1.53	5
150	m	1.53	8
APP	x	1.53	16
抛	v	1.53	6
续	v	1.53	6
盾	ng	1.53	6
最佳	z	1.52	7
一百	m	1.52	5
廖诗琴	nr	1.52	6
余	m	1.52	34
2018年	t	1.52	24
300	m	1.52	14
有时	d	1.52	3
逐年	d	1.52	3
反而	d	1.52	3
尤为	d	1.52	3
简直	d	1.52	3
仿佛	d	1.51	2
随时随地	dl	1.51	4
西南	s	1.51	7
多么	d	1.51	5
艏	n	1.51	5
非	b	1.51	22
中等	b	1.51	5
有点	d	1.50	8
err	v	1.50	10
0	m	1.50	105
\t	n	1.49	11
一刻	mq	1.49	5
辛	nr1	1.49	7
手中	s	1.49	3
窗口	s	1.49	3
一半	m	1.49	3
临时	b	1.49	3
一级	b	1.49	3
上空	s	1.49	3
前线	s	1.49	6
水上	s	1.49	3
专属	b	1.49	3
末期	f	1.49	3
机上	s	1.49	3
国立	b	1.49	3
单边	b	1.49	3
std	n	1.49	6
瓦	n	1.48	7
任意	d	1.47	4
社	n	1.47	11
2000万	m	1.47	15
FAB	n	1.47	13
东北	s	1.47	5
东部	f	1.46	4
一番	mq	1.46	4
人工	b	1.46	4
同一	b	1.46	4
二级	b	1.46	4
后期	f	1.46	4
绝大部分	m	1.46	4
重重	z	1.46	4
反向	f	1.46	4
pKeys	x	1.46	24
敬	v	1.46	22
旗	n	1.46	21
art	n	1.44	10
尽快	d	1.44	6
宽	a	1.44	13
杀	v	1.44	12
钛	n	1.44	9
钥	ng	1.44	10
乱	a	1.43	8
v	n	1.43	9
绿	an	1.43	9
黑	a	1.43	12
